Potion Number,Ranking,Artist,Artist Rarity,Element,Element Rarity,Finish,Finish Rarity,Color,Color Rarity,Shape,Shape Rarity,Taste,Taste Rarity,Matter,Matter Rarity,Potency,Potency Rarity,Temperature,Temperature Rarity,Superpower,Superpower Rarity
2196,1609,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
1465,1610,,,Fiber Glass,0.67%,Sharp,0.67%,Yellow,2.33%,Blimp,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
2035,1611,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
2737,1612,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Original,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
2899,1613,,,Snow,3.33%,Slush,0.33%,Brown,4.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
1114,1614,,,Concrete,9.00%,Corrugated,1.00%,Fog,0.67%,Original,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Forgiveness,1.00%
643,1615,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
2431,1616,,,Paper,3.00%,Light Wrinkle,1.00%,Baby Pink,0.67%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Chilled,2.00%,Courtesy,5.00%
495,1617,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Spool,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
1542,1618,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
2151,1619,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Love,5.00%
1549,1620,,,Concrete,9.00%,Squared,0.67%,Mauve,0.67%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Compassion,2.00%
1883,1621,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Artistry,5.00%
1058,1622,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Beacon,10.00%,Salty,30.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
888,1623,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
1045,1624,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
1592,1625,,,Concrete,9.00%,Hexagon,0.33%,Gray,5.33%,Spool,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Steamy,30.00%,Patience,5.00%
2227,1626,,,Marble,10.33%,Roman Ornate,0.33%,Black,3.67%,Classic,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
329,1627,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Blimp,10.00%,Sour,21.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
2912,1628,,,Concrete,9.00%,Penny Rounds,0.33%,Gray,5.33%,Blimp,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Artistry,5.00%
203,1629,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
1096,1630,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
431,1631,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Charm,6.00%
2085,1632,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
2429,1633,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Carrot,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
1128,1634,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
1636,1635,,,Terrain,4.00%,Asphalt,0.67%,Warm Brown,0.67%,Drillbit,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Courage,3.00%
2892,1636,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
738,1637,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
265,1638,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
1101,1639,,,Marble,10.33%,Nero Marquina,0.33%,Black,3.67%,Hourglass,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
2195,1640,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Hourglass,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Patience,5.00%
559,1641,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Charm,6.00%
2168,1642,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Carrot,10.00%,Salty,30.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Elegance,12.00%
2434,1643,,,Concrete,9.00%,Circles,0.33%,Gray,5.33%,Carrot,10.00%,Sweet,30.00%,Liquid,50.00%,Severe,9.00%,Steamy,30.00%,Courtesy,5.00%
1384,1644,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Spool,10.00%,Bitter,18.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
153,1645,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
481,1646,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
219,1647,,,Marble,10.33%,Terrazzo Tiles,0.33%,Yellow,2.33%,Blimp,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
55,1648,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Beacon,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
2542,1649,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Carrot,10.00%,Salty,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1076,1650,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Hourglass,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Kindness,15.00%
272,1651,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Kindness,15.00%
143,1652,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
2314,1653,,,Wood,7.67%,Slats,0.33%,Brown,4.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
969,1654,,,Wood,7.67%,Slats,0.33%,Brown,4.00%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Wisdom,5.00%
2483,1655,,,Marble,10.33%,Nero Marquina,0.33%,Black,3.67%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Courtesy,5.00%
87,1656,,,Terrain,4.00%,Dry Patch,0.33%,Brown,4.00%,Edamame,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Kindness,15.00%
2024,1657,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
652,1658,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Wormhole,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
2482,1659,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Blimp,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
526,1660,,,Marble,10.33%,Nero Marquina,0.33%,Black,3.67%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
1144,1661,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
2228,1662,,,Fabric,5.00%,Cloth,0.33%,Orange,3.67%,Spool,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
1016,1663,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Wormhole,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
527,1664,,,Terrain,4.00%,Jungle Roots,0.33%,Brown,4.00%,Hourglass,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
150,1665,,,Rubber,0.67%,Striped,2.00%,Magenta,0.67%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
1342,1666,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Carrot,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
2301,1667,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Hourglass,10.00%,Sweet,30.00%,Plasma,8.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
188,1668,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Beacon,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
1434,1669,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Spool,10.00%,Sweet,30.00%,Condensate,10.00%,Moderate,50.00%,Ambient,41.00%,Love,5.00%
2292,1670,,,Ceramic,7.67%,Rhombus,0.33%,Polychromatic,2.67%,Beacon,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
1731,1671,,,Concrete,9.00%,Circles,0.33%,Gray,5.33%,Drillbit,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Elegance,12.00%
1935,1672,,,Terrain,4.00%,Jungle Roots,0.33%,Brown,4.00%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2611,1673,,,Plaster,5.67%,Fleck,0.67%,Turquoise,0.67%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Honesty,3.00%
1922,1674,,,Clay,2.00%,Monochromatic Mosaic,0.67%,Blood Orange,0.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
407,1675,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Classic,10.00%,Salty,30.00%,Condensate,10.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%
397,1676,,,Marble,10.33%,Nero Marquina,0.33%,Black,3.67%,Wormhole,10.00%,Bitter,18.00%,Plasma,8.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
1629,1677,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Hourglass,10.00%,Sour,21.00%,Condensate,10.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%
1043,1678,,,Wood,7.67%,Planks,0.33%,Brown,4.00%,Spool,10.00%,Sour,21.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1280,1679,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Gratitude,4.00%
2604,1680,,,Marble,10.33%,Fantasy,0.33%,Brown,4.00%,Spool,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
2707,1681,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Boling,5.00%,Kindness,15.00%
2531,1682,,,Fabric,5.00%,Tarp,0.67%,Turquoise,0.67%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Honesty,3.00%
2367,1683,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Wormhole,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
186,1684,,,Ceramic,7.67%,Flower,0.33%,Rose,3.00%,Carrot,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
394,1685,,,Fabric,5.00%,Polka Dot,0.67%,Magenta,0.67%,Blimp,10.00%,Sour,21.00%,Condensate,10.00%,Moderate,50.00%,Steamy,30.00%,Gratitude,4.00%
2264,1686,,,Concrete,9.00%,Quilt,0.33%,Polychromatic,2.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
670,1687,,,Wood,7.67%,Walnut,0.33%,Brown,4.00%,Wormhole,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Ambient,41.00%,Kindness,15.00%
1339,1688,,,Wood,7.67%,Slats,0.33%,Brown,4.00%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Charm,6.00%
1323,1689,,,Ceramic,7.67%,Flower,0.33%,Rose,3.00%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%
1938,1690,,,Plaster,5.67%,Half Timbered,0.33%,Eggshell,3.67%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
2616,1691,,,Ceramic,7.67%,Checkered,0.67%,Black & Whites,0.67%,Hourglass,10.00%,Sweet,30.00%,Condensate,10.00%,Mild,40.00%,Ambient,41.00%,Sympathy,3.00%
54,1692,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
1246,1693,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Carrot,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
2838,1694,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%
214,1695,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1632,1696,,,Fabric,5.00%,Tarp,0.67%,Turquoise,0.67%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courage,3.00%
1863,1697,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
2666,1698,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Hourglass,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Boling,5.00%,Pride,15.00%
933,1699,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Spool,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Courtesy,5.00%
510,1700,,,Concrete,9.00%,Salted,0.33%,Rose,3.00%,Wormhole,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Elegance,12.00%
907,1701,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Drillbit,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Artistry,5.00%
2628,1702,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Drillbit,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
2058,1703,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Spool,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
707,1704,,,Concrete,9.00%,Hexagon,0.33%,Gray,5.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Patience,5.00%
135,1705,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Wisdom,5.00%
2132,1706,,,Marble,10.33%,Polished Terrazzo,0.33%,Tan,4.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Love,5.00%
365,1707,,,Ceramic,7.67%,Flower,0.33%,Rose,3.00%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
1100,1708,,,Concrete,9.00%,Penny Rounds,0.33%,Gray,5.33%,Carrot,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Courtesy,5.00%
2625,1709,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Beacon,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Love,5.00%
844,1710,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Blimp,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
398,1711,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Spool,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
2504,1712,,,Leather,2.00%,Snake Skin,1.00%,Camo,0.67%,Original,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Humanity,2.00%
1499,1713,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Love,5.00%
641,1714,,,Marble,10.33%,Roman Trim,0.33%,Tan,4.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Courtesy,5.00%
2900,1715,,,Plaster,5.67%,Drywall,0.33%,Eggshell,3.67%,Edamame,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Steamy,30.00%,Kindness,15.00%
2671,1716,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Classic,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
292,1717,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Edamame,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
2947,1718,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%
2904,1719,,,Concrete,9.00%,Hexagon,0.33%,Gray,5.33%,Carrot,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Love,5.00%
2213,1720,,,Concrete,9.00%,Mermaid,0.33%,Gray,5.33%,Original,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Artistry,5.00%
2827,1721,,,Paper,3.00%,Light Wrinkle,1.00%,Ruby,0.67%,Wormhole,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Chilled,2.00%,Courtesy,5.00%
2804,1722,,,Wood,7.67%,Weave,0.33%,Orange,3.67%,Original,10.00%,Salty,30.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Elegance,12.00%
2797,1723,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Wisdom,5.00%
2738,1724,,,Concrete,9.00%,Slab,0.33%,Gray,5.33%,Classic,10.00%,Salty,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Patience,5.00%
1242,1725,,,Paint,4.33%,Cracked,1.00%,Mint,0.67%,Beacon,10.00%,Sour,21.00%,Liquid,50.00%,Severe,9.00%,Chilled,2.00%,Courtesy,5.00%
1222,1726,,,Plaster,5.67%,Fleck,0.67%,Turquoise,0.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Sympathy,3.00%
91,1727,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Spool,10.00%,Sweet,30.00%,Plasma,8.00%,Moderate,50.00%,Toasty,22.00%,Elegance,12.00%
1473,1728,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Beacon,10.00%,Bitter,18.00%,Liquid,50.00%,Mild,40.00%,Steamy,30.00%,Pride,15.00%
2880,1729,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Hourglass,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Toasty,22.00%,Pride,15.00%
669,1730,,,Marble,10.33%,Crema,0.33%,Tan,4.67%,Original,10.00%,Bitter,18.00%,Solid,30.00%,Severe,9.00%,Ambient,41.00%,Pride,15.00%
753,1731,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Beacon,10.00%,Bitter,18.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
2242,1732,,,Ceramic,7.67%,Checkered,0.67%,Black & Whites,0.67%,Drillbit,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Courage,3.00%
1691,1733,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
160,1734,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
1766,1735,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Courtesy,5.00%
2722,1736,,,Concrete,9.00%,Squared,0.67%,Mauve,0.67%,Wormhole,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Sympathy,3.00%
1924,1737,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Edamame,10.00%,Sour,21.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
843,1738,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Drillbit,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
2059,1739,,,Wood,7.67%,Long Hexagon,0.33%,White,3.33%,Classic,10.00%,Salty,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Kindness,15.00%
41,1740,,,Marble,10.33%,Bianco Carrara Gioia,0.33%,White,3.33%,Edamame,10.00%,Sour,21.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
2471,1741,,,Marble,10.33%,Black Granite,0.33%,Black,3.67%,Original,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Toasty,22.00%,Elegance,12.00%
266,1742,,,Wood,7.67%,Slats,0.33%,Brown,4.00%,Drillbit,10.00%,Bitter,18.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1306,1743,,,Wood,7.67%,Maple,0.33%,Eggshell,3.67%,Classic,10.00%,Sweet,30.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Elegance,12.00%
2627,1744,,,Concrete,9.00%,Raked,0.33%,White,3.33%,Hourglass,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Ambient,41.00%,Pride,15.00%
1435,1745,,,Flora,4.67%,Moss Patch,0.33%,Gray,5.33%,Wormhole,10.00%,Sweet,30.00%,Solid,30.00%,Moderate,50.00%,Steamy,30.00%,Pride,15.00%
1568,1746,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Ambient,41.00%,Kindness,15.00%
939,1747,,,Ceramic,7.67%,Dotted,0.33%,Eggshell,3.67%,Beacon,10.00%,Sweet,30.00%,Solid,30.00%,Mild,40.00%,Ambient,41.00%,Pride,15.00%
471,1748,,,Concrete,9.00%,Pebble Grid,0.33%,Gray,5.33%,Wormhole,10.00%,Bitter,18.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Charm,6.00%
982,1749,,,Wood,7.67%,Walnut,0.33%,Brown,4.00%,Classic,10.00%,Sour,21.00%,Liquid,50.00%,Mild,40.00%,Toasty,22.00%,Pride,15.00%
378,1750,,,Ceramic,7.67%,Hexagon Tiles,0.33%,Black,3.67%,Spool,10.00%,Sweet,30.00%,Liquid,50.00%,Moderate,50.00%,Ambient,41.00%,Elegance,12.00%
2023,1751,,,Concrete,9.00%,Squared,0.67%,Mauve,0.67%,Blimp,10.00%,Sour,21.00%,Solid,30.00%,Mild,40.00%,Steamy,30.00%,Empathy,3.00%
